SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-15-03-49,802.11g/n,-87,22,22.0,"2,412",1,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:19,22,22,802.11d/e/i/r,No,9,66.7%,FR,,6
,E4-AA-5D-3E-CE-E9,802.11g/n,-87,22,22.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:55,22,22,802.11d/e/i/r,No,2,40.0%,FR,,1
,5C-5A-C7-0C-55-EB,802.11n/ac,-62,81,81.0,"5,200",40,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:47,81,81,802.11d/e/h/i/r,No,6,40.0%,FR,,7
,B2-A3-BC-6C-08-53,802.11n/ac/ax,-86,24,24.0,"5,220",44,369,24,,,,WPA2-PSK + WPA3-Personal,CCMP,867 Mbps,80 MHz,34 - 50,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,,24,24,802.11d/h/i,No,,,FR,,
,84-B2-61-08-E9-36,802.11n/ac,-62,81,81.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,26/02/2025 10:30:08,81,81,802.11d/e/i/r,No,26,40.4%,FR,,3
,5C-5A-C7-0C-55-E4,802.11g/n,-66,78,78.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:38,78,78,802.11d/e/h/i/r,No,8,37.6%,FR,,7
,A6-3D-4F-30-F1-61,802.11g/n,-87,22,22.0,"2,437",6,206,17,,,,WPA2-PSK,CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,,22,22,802.11d/h/i,No,,,FR,,
,E4-AA-5D-3E-E7-54,802.11g/n,-80,38,38.0,"2,412",1,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:43:00,38,38,802.11d/e/i/r,No,5,50.2%,FR,,5
,84-B2-61-1F-B6-B9,802.11g/n,-85,26,26.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/03/2024 19:14:05,26,26,802.11d/e/i/r,No,4,77.6%,FR,,4
,5C-5A-C7-27-30-A9,802.11g/n,-90,16,16.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/03/2024 19:11:39,16,16,802.11d/e/h/i/r,No,7,54.9%,FR,,2
,84-B2-61-08-E9-39,802.11g/n,-67,75,75.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:36:10,75,75,802.11d/e/i/r,No,1,53.7%,FR,,3
dlinkCapsec,14-D6-4D-33-03-02,802.11g/n,-90,16,16.0,"2,437",6,316,18,D-Link International,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,130 Mbps,20 MHz,4 - 8,Infrastructure,Configured,14/03/2025 11:01:46,14/03/2025 11:01:46,1,19/12/2024 15:03:02,16,16,802.11i,No,,,,,
eduroam,E4-AA-5D-3E-CE-E2,802.11g/n,-88,20,20.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:55,20,20,802.11d/e/i/r,No,2,75.7%,FR,,1
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-67,75,75.0,"2,462",11,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:38,75,75,802.11d/e/h/i/r,No,9,38.8%,FR,,7
eduroam,84-B2-61-08-E9-32,802.11g/n,-68,72,72.0,"2,437",6,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:36:10,72,72,802.11d/e/i/r,No,1,54.1%,FR,,3
eduroam,5C-5A-C7-27-30-A2,802.11g/n,-88,20,20.0,"2,412",1,201,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/03/2024 19:11:39,20,20,802.11d/e/h/i/r,No,7,54.9%,FR,,2
eduroam,84-B2-61-1F-B6-B2,802.11g/n,-87,22,22.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/03/2024 19:14:05,22,22,802.11d/e/i/r,No,4,62.0%,FR,,4
eduroam,E4-AA-5D-3E-E7-51,802.11g/n,-85,26,26.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:43:00,26,26,802.11d/e/i/r,No,5,58.8%,FR,,5
eduroam,5C-5A-C7-0C-55-EE,802.11n/ac,-60,82,82.0,"5,200",40,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:47,82,82,802.11d/e/h/i/r,No,5,45.9%,FR,,7
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-62,81,81.0,"5,240",48,233,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,26/02/2025 10:30:08,81,81,802.11d/e/i/r,No,26,40.4%,FR,,3
UTT,5C-5A-C7-27-30-A1,802.11g/n,-90,16,16.0,"2,412",1,160,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/03/2024 19:11:39,16,16,802.11d/e/h,No,7,62.7%,FR,,2
UTT,E4-AA-5D-3E-E7-50,802.11g/n,-79,40,40.0,"2,412",1,164,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:43:00,40,40,802.11d/e,No,5,50.2%,FR,,5
UTT,84-B2-61-08-E9-31,802.11g/n,-68,72,72.0,"2,437",6,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:36:10,72,72,802.11d/e,No,1,54.1%,FR,,3
UTT,5C-5A-C7-0C-55-E0,802.11g/n,-67,75,75.0,"2,462",11,154,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:38,75,75,802.11d/e/h,No,9,38.8%,FR,,7
UTT,5C-5A-C7-0C-55-EF,802.11n/ac,-60,82,82.0,"5,200",40,228,17,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:47,82,82,802.11d/e/h,No,5,45.9%,FR,,7
UTT,84-B2-61-15-03-41,802.11g/n,-87,22,22.0,"2,412",1,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:19,22,22,802.11d/e,No,4,26.3%,FR,,6
UTT,84-B2-61-1F-B6-B1,802.11g/n,-87,22,22.0,"2,412",1,167,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/03/2024 19:14:04,22,22,802.11d/e,No,4,42.7%,FR,,4
UTT,84-B2-61-08-E9-3E,802.11n/ac,-64,80,80.0,"5,240",48,183,16,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,26/02/2025 10:30:08,80,80,802.11d/e,No,26,40.4%,FR,,3
UTTetudiants,5C-5A-C7-0C-55-E2,802.11g/n,-68,72,72.0,"2,462",11,200,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:38,72,72,802.11d/e/h/i/r,No,9,38.8%,FR,,7
UTTetudiants,84-B2-61-15-03-47,802.11g/n,-86,24,24.0,"2,412",1,210,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:19,24,24,802.11d/e/i/r,No,3,42.0%,FR,,6
UTTetudiants,5C-5A-C7-0C-55-ED,802.11n/ac,-60,82,82.0,"5,200",40,274,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:47,82,82,802.11d/e/h/i/r,No,5,45.9%,FR,,7
UTTetudiants,E4-AA-5D-3E-E7-52,802.11g/n,-80,38,38.0,"2,412",1,213,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:43:00,38,38,802.11d/e/i/r,No,5,50.2%,FR,,5
UTTetudiants,84-B2-61-08-E9-37,802.11n/ac,-68,72,76.5,"2,437",6,230,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,2,18/07/2023 09:36:10,72,81,802.11d/e/i/r,No,26,40.4%,FR,,3
UTTpersonnels,E4-AA-5D-3E-CE-E8,802.11g/n,-89,18,18.0,"2,412",1,214,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:55,18,18,802.11d/e/i/r,No,2,40.0%,FR,,1
UTTpersonnels,5C-5A-C7-0C-55-E3,802.11g/n,-67,75,75.0,"2,462",11,201,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:38,75,75,802.11d/e/h/i/r,No,9,38.8%,FR,,7
UTTpersonnels,E4-AA-5D-3E-E7-53,802.11g/n,-86,24,24.0,"2,412",1,205,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:43:00,24,24,802.11d/e/i/r,No,5,58.8%,FR,,5
UTTpersonnels,84-B2-61-08-E9-38,802.11n/ac,-68,72,72.0,"2,437",6,229,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,2,18/07/2023 09:36:10,72,72,802.11d/e/i/r,Yes,26,40.4%,FR,,3
UTTpersonnels,5C-5A-C7-0C-55-EC,802.11n/ac,-60,82,82.0,"5,200",40,275,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:12:47,82,82,802.11d/e/h/i/r,No,5,45.9%,FR,,7
UTTpersonnels,84-B2-61-15-03-48,802.11g/n,-88,20,20.0,"2,412",1,205,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 09:32:19,20,20,802.11d/e/i/r,No,4,26.3%,FR,,6
UTTpersonnels,00-27-E3-27-84-A8,802.11g/n,-91,14,14.0,"2,462",11,214,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:01:46,14/03/2025 11:01:46,1,18/07/2023 11:23:12,14,14,802.11d/e/i/r,No,4,58.4%,FR,,
